,ad_id,page_id,page_name,ad_creative_bodies,ad_delivery_start_time,bylines,ad_snapshot_url,estimated_audience_size_lower,male,female,young,middle,old,delivery_by_region,estimated_audience_size_upper,ad_delivery_stop_time,currency,spend_lower,spend_upper,impressions_lower,impressions_upper,Australian Capital Territory,New South Wales,Northern Territory,Queensland,South Australia,Tasmania,Victoria,Western Australia,ad_creative_link_titles,ad_creative_link_captions,ad_creative_link_descriptions,count,side
2007,955240612381440,1622506634677043,Senator Jacinta Nampijinpa Price,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided.",2023-06-26,Jacinta Nampijinpa Price,https://www.facebook.com/ads/library/?id=955240612381440,,0.467106,0.521819,0.088272,0.597243,0.314486,"[{'percentage': '1', 'region': 'Queensland'}]",,2023-06-29,AUD,700,799,35000,39999.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,['Click here to learn more'],['fairaustralia.com.au'],"['One together, not two divided.']",1,No
2008,955858738872188,1622506634677043,Senator Jacinta Nampijinpa Price,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided.",2023-06-25,Jacinta Nampijinpa Price,https://www.facebook.com/ads/library/?id=955858738872188,,0.44903,0.538817,0.052261,0.543019,0.40472,"[{'percentage': '1', 'region': 'Queensland'}]",,2023-06-30,AUD,1000,1499,45000,49999.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,['Click here to learn more'],['fairaustralia.com.au'],"['One together, not two divided.']",1,No
2009,239249745551211,1622506634677043,Senator Jacinta Nampijinpa Price,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided.",2023-06-25,Jacinta Nampijinpa Price,https://www.facebook.com/ads/library/?id=239249745551211,,0.441942,0.548862,0.091286,0.551622,0.357094,"[{'percentage': '1', 'region': 'South Australia'}]",,2023-06-30,AUD,100,199,10000,14999.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,['Click here to learn more'],['fairaustralia.com.au'],"['One together, not two divided.']",1,No
2010,246251124806793,1622506634677043,Senator Jacinta Nampijinpa Price,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided.",2023-06-25,Jacinta Nampijinpa Price,https://www.facebook.com/ads/library/?id=246251124806793,,0.477965,0.51224,0.065865,0.557732,0.376402,"[{'percentage': '1', 'region': 'South Australia'}]",,2023-06-29,AUD,400,499,15000,19999.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,['Click here to learn more'],['fairaustralia.com.au'],"['One together, not two divided.']",1,No
2011,280816784305748,1622506634677043,Senator Jacinta Nampijinpa Price,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided. I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided.",2023-06-25,Jacinta Nampijinpa Price,https://www.facebook.com/ads/library/?id=280816784305748,,0.47318,0.516516,0.090627,0.606013,0.30336,"[{'percentage': '1', 'region': 'South Australia'}]",,2023-06-29,AUD,400,499,15000,19999.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"['Click here to learn more', 'Click here to learn more']",['fairaustralia.com.au'],"['One together, not two divided.', 'One together, not two divided.']",1,No
2012,601514658629574,1622506634677043,Senator Jacinta Nampijinpa Price,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided.",2023-06-25,Jacinta Nampijinpa Price,https://www.facebook.com/ads/library/?id=601514658629574,,0.440805,0.545257,0.132495,0.552476,0.31503,"[{'percentage': '1', 'region': 'Western Australia'}]",,2023-06-29,AUD,200,299,15000,19999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['Click here to learn more'],['fairaustralia.com.au'],"['One together, not two divided.']",1,No
2013,650231913363121,1622506634677043,Senator Jacinta Nampijinpa Price,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided.",2023-06-25,Jacinta Nampijinpa Price,https://www.facebook.com/ads/library/?id=650231913363121,,0.45171,0.537493,0.143372,0.534793,0.321836,"[{'percentage': '1', 'region': 'Western Australia'}]",,2023-06-29,AUD,100,199,6000,6999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['Click here to learn more'],['fairaustralia.com.au'],"['One together, not two divided.']",1,No
2014,806897004317189,1622506634677043,Senator Jacinta Nampijinpa Price,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided. I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided.",2023-06-25,Jacinta Nampijinpa Price,https://www.facebook.com/ads/library/?id=806897004317189,,0.475475,0.513392,0.11586,0.604876,0.279266,"[{'percentage': '1', 'region': 'Western Australia'}]",,2023-06-29,AUD,500,599,25000,29999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['Click here to learn more', 'Click here to learn more']",['fairaustralia.com.au'],"['One together, not two divided.', 'One together, not two divided.']",1,No
2015,810800667015635,1622506634677043,Senator Jacinta Nampijinpa Price,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided.",2023-06-26,Jacinta Nampijinpa Price,https://www.facebook.com/ads/library/?id=810800667015635,,0.499225,0.491686,0.110595,0.611368,0.278035,"[{'percentage': '1', 'region': 'South Australia'}]",,2023-06-29,AUD,200,299,10000,14999.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,['Click here to learn more'],['fairaustralia.com.au'],"['One together, not two divided.']",1,No
2016,812462130323789,1622506634677043,Senator Jacinta Nampijinpa Price,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided.",2023-06-25,Jacinta Nampijinpa Price,https://www.facebook.com/ads/library/?id=812462130323789,,0.445498,0.543669,0.059173,0.567095,0.373731,"[{'percentage': '1', 'region': 'South Australia'}]",,2023-06-30,AUD,700,799,30000,34999.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,['Click here to learn more'],['fairaustralia.com.au'],"['One together, not two divided.']",1,No
2017,942806157015233,1622506634677043,Senator Jacinta Nampijinpa Price,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided.",2023-06-25,Jacinta Nampijinpa Price,https://www.facebook.com/ads/library/?id=942806157015233,,0.453668,0.539081,0.097905,0.53465,0.367446,"[{'percentage': '1', 'region': 'South Australia'}]",,2023-06-29,AUD,0,99,4000,4999.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,['Click here to learn more'],['fairaustralia.com.au'],"['One together, not two divided.']",1,No
2018,1294760427806351,1622506634677043,Senator Jacinta Nampijinpa Price,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided.",2023-06-26,Jacinta Nampijinpa Price,https://www.facebook.com/ads/library/?id=1294760427806351,,0.492946,0.495664,0.146499,0.625469,0.228031,"[{'percentage': '1', 'region': 'Western Australia'}]",,2023-06-30,AUD,300,399,15000,19999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['Click here to learn more'],['fairaustralia.com.au'],"['One together, not two divided.']",1,No
2019,1316365625896142,1622506634677043,Senator Jacinta Nampijinpa Price,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided.",2023-06-25,Jacinta Nampijinpa Price,https://www.facebook.com/ads/library/?id=1316365625896142,,0.467274,0.519799,0.08627,0.574092,0.339638,"[{'percentage': '1', 'region': 'Western Australia'}]",,2023-06-29,AUD,400,499,15000,19999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['Click here to learn more'],['fairaustralia.com.au'],"['One together, not two divided.']",1,No
2020,1419233982201232,1622506634677043,Senator Jacinta Nampijinpa Price,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided.",2023-06-25,Jacinta Nampijinpa Price,https://www.facebook.com/ads/library/?id=1419233982201232,,0.445268,0.542848,0.080276,0.583091,0.336635,"[{'percentage': '1', 'region': 'Western Australia'}]",,2023-06-29,AUD,900,999,35000,39999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['Click here to learn more'],['fairaustralia.com.au'],"['One together, not two divided.']",1,No
2021,204905798683626,1622506634677043,Senator Jacinta Nampijinpa Price,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided.",2023-06-09,Jacinta Nampijinpa Price,https://www.facebook.com/ads/library/?id=204905798683626,,0.4876,0.505727,0.508895,0.401856,0.089251,"[{'percentage': '0.049808', 'region': 'New South Wales'}, {'percentage': '0.950192', 'region': 'South Australia'}]",,2023-06-29,AUD,600,699,125000,149999.0,0.0,0.049808,0.0,0.0,0.950192,0.0,0.0,0.0,['Click here to learn more'],['fairaustralia.com.au'],"['One together, not two divided.']",1,No
2022,917103679395481,1622506634677043,Senator Jacinta Nampijinpa Price,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided.",2023-06-09,Jacinta Nampijinpa Price,https://www.facebook.com/ads/library/?id=917103679395481,,0.462885,0.529157,0.698465,0.258579,0.042958,"[{'percentage': '0.071288', 'region': 'New South Wales'}, {'percentage': '0.928712', 'region': 'Western Australia'}]",,2023-06-30,AUD,700,799,150000,174999.0,0.0,0.071288,0.0,0.0,0.0,0.0,0.0,0.928712,['Click here to learn more'],['fairaustralia.com.au'],"['One together, not two divided.']",1,No
2023,952040716020313,1622506634677043,Senator Jacinta Nampijinpa Price,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided.",2023-06-09,Jacinta Nampijinpa Price,https://www.facebook.com/ads/library/?id=952040716020313,,0.540973,0.451773,0.637574,0.309066,0.05336,"[{'percentage': '0.858733', 'region': 'Queensland'}, {'percentage': '0.141267', 'region': 'Victoria'}]",,2023-06-29,AUD,800,899,150000,174999.0,0.0,0.0,0.0,0.858733,0.0,0.0,0.141267,0.0,['Click here to learn more'],['fairaustralia.com.au'],"['One together, not two divided.']",1,No
2024,959373908436755,1622506634677043,Senator Jacinta Nampijinpa Price,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided.",2023-06-09,Jacinta Nampijinpa Price,https://www.facebook.com/ads/library/?id=959373908436755,,0.511597,0.484405,0.585977,0.347908,0.066116,"[{'percentage': '1', 'region': 'Tasmania'}]",,2023-06-29,AUD,0,99,10000,14999.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,['Click here to learn more'],['fairaustralia.com.au'],"['One together, not two divided.']",1,No
