ad_id,page_id,page_name,ad_creative_bodies,ad_delivery_start_time,bylines,ad_snapshot_url,estimated_audience_size_lower,male,female,young,middle,old,delivery_by_region,estimated_audience_size_upper,ad_delivery_stop_time,currency,spend_lower,spend_upper,impressions_lower,impressions_upper,Australian Capital Territory,New South Wales,Northern Territory,Queensland,South Australia,Tasmania,Victoria,Western Australia
301726882304806,102329728050606,Yes23,"A ‘Yes’ vote for constitutional recognition for Aboriginal and Torres Strait Islander peoples will help bring the country together.

It’s an invitation for all Australians to be connected to 65,000 years of Indigenous culture through our constitution.

Vote ‘Yes’ for Indigenous constitutional recognition.

Show your support today by pledging to vote Yes: https://action.yes23.com.au/pledge

Authorised by Dean Parkin, Australians for Indigenous Constitutional Recognition, North Sydney NSW.",2023-07-24,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=301726882304806&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.53161,0.462644,0.20115,0.57184,0.227012,"[{'percentage': '1', 'region': 'New South Wales'}]",,,AUD,0,99,0,999,0,1,0,0,0,0,0,0
338914678565570,102329728050606,Yes23,"A ‘Yes’ vote for constitutional recognition for Aboriginal and Torres Strait Islander peoples will help bring the country together.

It’s an invitation for all Australians to be connected to 65,000 years of Indigenous culture through our constitution.

Vote ‘Yes’ for Indigenous constitutional recognition.

Show your support today by pledging to vote Yes: https://action.yes23.com.au/pledge

Authorised by Dean Parkin, Australians for Indigenous Constitutional Recognition, North Sydney NSW.",2023-07-24,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=338914678565570&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.527535,0.457971,0.156522,0.547826,0.295652,"[{'percentage': '1', 'region': 'South Australia'}]",,,AUD,0,99,0,999,0,0,0,0,1,0,0,0
690686356203670,102329728050606,Yes23,"A ‘Yes’ vote for constitutional recognition for Aboriginal and Torres Strait Islander peoples will help bring the country together.

It’s an invitation for all Australians to be connected to 65,000 years of Indigenous culture through our constitution.

Vote ‘Yes’ for Indigenous constitutional recognition.

Show your support today by pledging to vote Yes: https://action.yes23.com.au/pledge

Authorised by Dean Parkin, Australians for Indigenous Constitutional Recognition, North Sydney NSW.",2023-07-24,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=690686356203670&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.658462,0.33846,0.258461,0.566153,0.175385,"[{'percentage': '1', 'region': 'Western Australia'}]",,,AUD,0,99,0,999,0,0,0,0,0,0,0,1
692747286199919,102329728050606,Yes23,"Great to see politicians from all sides coming together to support a resounding Yes vote! 

Voting to give Indigenous Australians a say over issues that affect them is something that should transcend party politics.

Authorised by Dean Parkin, Australians for Indigenous Constitutional Recognition, North Sydney NSW.",2023-07-24,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=692747286199919&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.633962,0.354719,0.292454,0.57736,0.130189,"[{'percentage': '1', 'region': 'New South Wales'}]",,,AUD,0,99,0,999,0,1,0,0,0,0,0,0
804137498030053,102329728050606,Yes23,"Listening to people leads to better outcomes on the things that affect their lives. 

Indigenous Australians are asking us to listen now to their call for constitutional recognition and an advisory voice for Indigenous Australians on issues affecting them. 

This will create better outcomes for Indigenous health, education and quality of life.

Vote YES in the national referendum for Indigenous constitutional recognition.

Authorised by Dean Parkin, Australians for Indigenous Constitutional Recognition, North Sydney NSW.",2023-07-24,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=804137498030053&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.49379,0.496894,0.385093,0.54348,0.071429,"[{'percentage': '1', 'region': 'Northern Territory'}]",,,AUD,0,99,0,999,0,0,1,0,0,0,0,0
998377278012623,102329728050606,Yes23,"Great to see politicians from all sides coming together to support a resounding Yes vote! 

Voting to give Indigenous Australians a say over issues that affect them is something that should transcend party politics.

Authorised by Dean Parkin, Australians for Indigenous Constitutional Recognition, North Sydney NSW.",2023-07-24,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=998377278012623&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.587302,0.396827,0.269842,0.634922,0.095239,"[{'percentage': '1', 'region': 'Queensland'}]",,,AUD,0,99,0,999,0,0,0,1,0,0,0,0
1282022049091838,102329728050606,Yes23,"Listening to people leads to better outcomes on the things that affect their lives. 

Indigenous Australians are asking us to listen now to their call for constitutional recognition and an advisory voice for Indigenous Australians on issues affecting them. 

This will create better outcomes for Indigenous health, education and quality of life.

Vote YES in the national referendum for Indigenous constitutional recognition.

Authorised by Dean Parkin, Australians for Indigenous Constitutional Recognition, North Sydney NSW.",2023-07-24,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=1282022049091838&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.505775,0.485563,0.220885,0.600097,0.179018,"[{'percentage': '1', 'region': 'South Australia'}]",,,AUD,0,99,2000,2999,0,0,0,0,1,0,0,0
1455868811912824,102329728050606,Yes23,"A ‘Yes’ vote for constitutional recognition for Aboriginal and Torres Strait Islander peoples will help bring the country together.

It’s an invitation for all Australians to be connected to 65,000 years of Indigenous culture through our constitution.

Vote ‘Yes’ for Indigenous constitutional recognition.

Show your support today by pledging to vote Yes: https://action.yes23.com.au/pledge

Authorised by Dean Parkin, Australians for Indigenous Constitutional Recognition, North Sydney NSW.",2023-07-24,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=1455868811912824&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.459459,0.531531,0.261261,0.54054,0.198198,"[{'percentage': '1', 'region': 'Australian Capital Territory'}]",,,AUD,0,99,0,999,1,0,0,0,0,0,0,0
1476058636471630,102329728050606,Yes23,"Listening to people leads to better outcomes on the things that affect their lives. 

Indigenous Australians are asking us to listen now to their call for constitutional recognition and an advisory voice for Indigenous Australians on issues affecting them. 

This will create better outcomes for Indigenous health, education and quality of life.

Vote YES in the national referendum for Indigenous constitutional recognition.

Authorised by Dean Parkin, Australians for Indigenous Constitutional Recognition, North Sydney NSW.",2023-07-24,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=1476058636471630&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.548758,0.44049,0.308297,0.564051,0.127651,"[{'percentage': '1', 'region': 'Victoria'}]",,,AUD,0,99,6000,6999,0,0,0,0,0,0,1,0
3493940620920492,102329728050606,Yes23,"Indigenous communities are calling for constitutional recognition through an advisory voice to Parliament.

It would give Indigenous Australians a say on issues affecting them, leading to better outcomes for Indigenous health, education and quality of life.

86% of Indigenous Australians support it. So should we.

Vote YES in the national referendum for Indigenous constitutional recognition.

Authorised by Dean Parkin, Australians for Indigenous Constitutional Recognition, North Sydney NSW.",2023-07-24,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=3493940620920492&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,,,,,,,,,AUD,0,99,0,999,,,,,,,,
6366684690117985,102329728050606,Yes23,"Indigenous communities are calling for constitutional recognition through an advisory voice to Parliament.

It would give Indigenous Australians a say on issues affecting them, leading to better outcomes for Indigenous health, education and quality of life.

86% of Indigenous Australians support it. So should we.

Vote YES in the national referendum for Indigenous constitutional recognition.

Authorised by Dean Parkin, Australians for Indigenous Constitutional Recognition, North Sydney NSW.",2023-07-24,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=6366684690117985&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.43084,0.555556,0.287982,0.47846,0.233561,"[{'percentage': '0.038462', 'region': 'Australian Capital Territory'}, {'percentage': '0.31448', 'region': 'New South Wales'}, {'percentage': '0.00905', 'region': 'Northern Territory'}, {'percentage': '0.19457', 'region': 'Queensland'}, {'percentage': '0.054299', 'region': 'South Australia'}, {'percentage': '0.031674', 'region': 'Tasmania'}, {'percentage': '0.285068', 'region': 'Victoria'}, {'percentage': '0.072398', 'region': 'Western Australia'}]",,,AUD,0,99,0,999,0.038462,0.31448,0.00905,0.19457,0.054299,0.031674,0.285068,0.072398
620343493255939,102329728050606,Yes23,"Great to see politicians from all sides coming together to support a resounding Yes vote! 

Voting to give Indigenous Australians a say over issues that affect them is something that should transcend party politics.

Authorised by Dean Parkin, Australians for Indigenous Constitutional Recognition, North Sydney NSW.",2023-07-24,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=620343493255939&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.564189,0.422297,0.307433,0.449324,0.243243,"[{'percentage': '0.023649', 'region': 'Australian Capital Territory'}, {'percentage': '0.307432', 'region': 'New South Wales'}, {'percentage': '0.155405', 'region': 'Queensland'}, {'percentage': '0.067568', 'region': 'South Australia'}, {'percentage': '0.047297', 'region': 'Tasmania'}, {'percentage': '0.327703', 'region': 'Victoria'}, {'percentage': '0.070946', 'region': 'Western Australia'}]",,,AUD,0,99,0,999,0.023649,0.307432,0,0.155405,0.067568,0.047297,0.327703,0.070946
794059912196335,102329728050606,Yes23,"Great to see politicians from all sides coming together to support a resounding Yes vote! 

Voting to give Indigenous Australians a say over issues that affect them is something that should transcend party politics.

Authorised by Dean Parkin, Australians for Indigenous Constitutional Recognition, North Sydney NSW.",2023-07-24,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=794059912196335&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,,,,,,,,,AUD,0,99,0,999,,,,,,,,
