voice_ad,side,ad_id,page_id,query,page_name,ad_creative_bodies,ad_creative_link_titles,ad_creative_link_captions,ad_creative_link_descriptions,ad_snapshot_url
0,,2.55947E+14,2.67757E+14,the voice,The House,"Stepdad Almost Wins Custody Battle, Girl Says Three Words That Change Everything","['Stepdad Almost Wins Custody Battle, Girl Says Three Words That Change Everything']",['foodisinthehouse.com'],"[""Divorce is hard for everyone, especially the children. While most parents only want what's best for their kids, custody battles can get ugly. Parents often want to get back at each other and they struggle to keep their child's interests at heart. Janet Miller never expected to find herself facing lo...""]",https://www.facebook.com/ads/library/?id=255946840573008
0,,6.20336E+14,1.18753E+14,the voice,Think Forward,"psst Millennials and Gen Z, that's us! 

Our power to change things is growing. Tell us your thoughts on some of the biggest economic policy debates today. 

It's time for our voices to be heard! psst Millennials and Gen Z, that's us! 

Our power to change things is growing. Tell us your thoughts on some of the biggest economic policy debates today. 

It's time for our voices to be heard! psst Millennials and Gen Z, that's us! 

Our power to change things is growing. Tell us your thoughts on some of the biggest economic policy debates today. 

It's time for our voices to be heard!","['Take the survey now!', 'Take the survey now!', 'Take the survey now!']","['thinkforward.org.au', 'thinkforward.org.au', 'thinkforward.org.au']","['Make change with us', 'Make change with us', 'Make change with us']",https://www.facebook.com/ads/library/?id=620335843246293
0,,6.62044E+14,5.47467E+14,the voice,Josh Wilson MP,A strong voice for our community.,['Josh Wilson MP'],['facebook.com'],,https://www.facebook.com/ads/library/?id=662044115832999
0,,5.99214E+14,5.47467E+14,the voice,Josh Wilson MP,A strong voice for our community 💪,['Josh Wilson MP'],['facebook.com'],,https://www.facebook.com/ads/library/?id=599213525703741
0,,2.23517E+14,1.03611E+14,the voice,Cressida O'Hanlon,"The weather did not stop us this morning! 

With an umbrella in hand, I was lucky to be accompanied by Minister Andrea Michaels MP who shared all the exciting news happening within her own portfolios. 

Thank you to everyone who came out this morning to my Community Catch-Ups and had their say, including my new 4 legged friend Basil. 

No matter how many doors I knock on or how many catch-ups I have, I enjoy getting to know more and more members of our community.

I’m proud to be your local Labor voice and I want to ensure all our voices are heard.",,,,https://www.facebook.com/ads/library/?id=223517177321182
0,,8.52981E+14,1.08695E+14,the voice,Greens MPs,📣 CLOSING SOON! 📣 Make a submission to the rental inquiry in just a few minutes.,['Have Your Say ➡️'],['greens.org.au/rent-inquiry'],['Make your voice heard.'],https://www.facebook.com/ads/library/?id=852981112336946
0,,6.82568E+14,1.02118E+14,the voice,"Councillor Yassir AJ Ajrish, Hectorville Ward - Campbelltown City Council","Attention Residents ⚠️⚠️ COME ALONG AND BRING FRIENDS OR NEIGHBOURS NEXT SATURDAY!!

Myself and Matthew Noble  - Councillor for River Ward of Campbelltown Council are hosting an event for residents to come along and raise their concerns, opinions and suggestions to improve our area. This is also an opportunity for us as councillors to ensure that we are representing the community in the best way possible. 

Looking forward to seeing you next Saturday!",,,,https://www.facebook.com/ads/library/?id=682567617233363
0,,2.88915E+14,10113538711,the voice,WWF-Australia,🏁 THE RACE IS ON! Australia's first Trees Scorecard shows how each state and territory is performing in the race to protect and restore trees. Add your voice to show NSW how to lead the way. Sign the petition now. 🌳 🏁 THE RACE IS ON! Australia's first Trees Scorecard shows how each state and territory is performing in the race to protect and restore trees. Add your voice to show NSW how to lead the way. Sign the petition now. 🌳,"['Save Our Trees NOW!', 'Save Our Trees NOW!']",['fb.me'],"['Come on NSW, we can do better.', 'Come on NSW, we can do better.']",https://www.facebook.com/ads/library/?id=288915243654177
0,,5.81193E+14,10113538711,the voice,WWF-Australia,"Come on NSW, we can do better. Help get NSW out of last place. Come on NSW, we can do better.","['Save Our Trees NOW!', 'Save Our Trees NOW!', 'Save Our Trees NOW!']","['fb.me', 'fb.me', 'fb.me']","['Come on NSW, we can do better.', 'Help get NSW out of last place.', 'Come on NSW, we can do better.']",https://www.facebook.com/ads/library/?id=581193430893906
0,,6.79397E+14,10113538711,the voice,WWF-Australia,Help QLD improve our score. Help QLD save our trees. Help QLD improve our score.,"['Save Our Trees NOW!', 'Save Our Trees NOW!', 'Save Our Trees NOW!']","['fb.me', 'fb.me', 'fb.me']","['Help QLD improve our score.', 'Help QLD save our trees.', 'Help QLD improve our score.']",https://www.facebook.com/ads/library/?id=679396910916307
0,,1.33063E+15,1.39174E+14,the voice,The Week on Wednesday,"Weekend Wrap: https://apple.co/3DBlgpe
Ben Davison is BACK after a two week break with a deep dive on the FIVE big issues that should be dominating the national debate.

1. 98% of our public schools don't have the resources they need.  Ben reads out a message from a listener about how the failure to support every child has left class sizes too big, teachers overworked and kids missing out on the support they need.

2. #Inflation is coming down.  The spokesperson from the bosses pamphlet on Insiders continued to recite the neo-liberal mantras of higher rates, more unemployment and lower wages but Ben outlines how Jim Chalmers and Labor are implementing a neo-Keynesian approach that is bringing down prices, keeping people in work and supporting those most in need.

3.  Workplace reforms are coming to parliament to stop the multi-billion dollar loopholes that see labour hire workers paid less, forced casualisation of millions of people and profiteering at working people's expense.  There's a union for every worker, casual, labour hire, teacher, miner, nurse, graphic designer and you can join at australianunions.org.au/wow

4. The Housing Affordability Future Fund is coming back.  With $1,300,000 a day NOT going into housing because of the Greens back Dutton's Noalition Labor is ready to set up a double dissolution trigger.

5. The Voice.  Greg Sheridan can go on #Insiders to say that Dutton isn't racists if the referendum fails but if all the racists are voting NO does it matter if he considers himself to be racist?  Ben argues you pick a side.  No has Pauline Hanson and Andrew Bolt.  Yes has Marcia Langton and Noel Pearson.

Which side are you on?

Plus Ben touches on why the noise around the Rockingham by-election is meaningless Liberal narrative and why Dutton's abysmal record on government contracts is best left to the National Anti-Corruption Commission to determine.
#auspol #voteyes #yes #referendum #educationmatters #casual",,,,https://www.facebook.com/ads/library/?id=1330633004244886
0,,5.83276E+14,1.05348E+14,the voice,Senator Babet,Alexandra Marshall from Spectator Australia and ADHTV sits down with me to discuss the censorship bill. Here’s a short clip from the longer interview which you can watch in full here - https://watch.adh.tv/spectator-tv/season:3/videos/spectator-tv-australia-friday-21-july-2023,,,,https://www.facebook.com/ads/library/?id=583275697216759
0,,9.85966E+14,1.00125E+14,the voice,Magenta Marshall - Labor for Rockingham,I'm proud to have Mark McGowan's support ❤️ I'm proud to have Mark McGowan's support ❤️,"['Vote Today', 'Vote Today']",['magentamarshall.com.au'],"['How to Vote Magenta & Labor', 'How to Vote Magenta & Labor']",https://www.facebook.com/ads/library/?id=985965666057750
0,,6.7118E+14,1.08698E+14,the voice,Howdy Wholesale,"✝️God'S Children Are Not For Sale Print T-Shirt On #sale
🔥More Styles👉 https://t.site/3tot8EY
#prayer #jesus #christian #EndTrafficking",,,,https://www.facebook.com/ads/library/?id=671180404451240
0,,6.07619E+14,1.37619E+11,the voice,Liberals WA,"If Labor's candidate has already lost her voice, how will she find one in a Labor Government?",,,,https://www.facebook.com/ads/library/?id=607618954730672
0,,4.5244E+15,1.25813E+14,the voice,Invasive Species Council,"🚨BREAKING 🚨a NEWLY RELEASED government report has revealed that politicians are considering stopping the fight against deadly red fire ants. If this happens, the same report predicts these ants to expand and cover the area from Rockhampton to Dubbo in just the next 12 years. 

We cannot let these menacing ‘super pests’ destroy our way of life. Red fire ants are WORSE than the cane toad. This is because red fire ants:

💀 Can kill people (and have killed 85 people in the USA)
🐸 Can push native animals to the brink of extinction
📈 Spread faster, and can occupy a much larger part of Australia (98%)
🌾 Can destroy or damage large numbers of food crops and livestock 

Red fire ants are a disaster for our native species. In affected areas it is predicted that red fire ants could hurt the populations of: 

🐾 38% of mammals like the platypus and echidna
🦜 45% of birds like the rainbow bee-eater and bush stone-curlew
🦎 69% of reptiles like the green turtle and flatback turtle
🐸 95% of frogs like the ornate burrowing frog

These reductions will send them hurtling towards extinction.

Please URGENTLY ADD YOUR VOICE 📣 to ask the Australian government to prioritise stopping this killer invader BEFORE it’s too late.",['🛑 Act now: stop red fire ants'],['www.invasives.org.au'],['Please Sign and Share!'],https://www.facebook.com/ads/library/?id=4524398827784585
0,,1.26437E+14,1.25813E+14,the voice,Invasive Species Council,"🚨BREAKING 🚨a NEWLY RELEASED government report has revealed that politicians are considering stopping the fight against deadly red fire ants. If this happens, the same report predicts these ants to expand and cover the area from Rockhampton to Dubbo in just the next 12 years. 

We cannot allow this to happen. Red fire ants are WORSE than the cane toad. This is because red fire ants:

💀 Can kill people (and have killed 85 people in the USA)
🐸 Can push native animals to the brink of extinction
📈 Spread faster, and can occupy a much larger part of Australia (98%) 

Red fire ants are a disaster for our native species. In affected areas it is predicted that red fire ants could hurt the populations of: 

🐾 38% of mammals like the platypus and echidna
🦜 45% of birds like the rainbow bee-eater and bush stone-curlew
🦎 69% of reptiles like the green turtle and flatback turtle
🐸 95% of frogs like the ornate burrowing frog

These reductions will send them hurtling towards extinction.

Please URGENTLY ADD YOUR VOICE 📣 to ask the Australian government to prioritise stopping this killer invader BEFORE it’s too late.",['🛑 Act now: stop red fire ants'],['www.invasives.org.au'],['Please Sign and Share!'],https://www.facebook.com/ads/library/?id=126437177178615
0,,6.72983E+14,1.25813E+14,the voice,Invasive Species Council,"👇 SIGN TODAY to STOP 🛑 the devastating impacts feral pigs have on our wildlife.

A WHOPPING 53 threatened species, populations or communities are threatened by feral pigs, including the Southern Brown Bandicoot, the Long-nosed Potoroo and the Long-footed Potoroo.

Please URGENTLY ADD YOUR VOICE 📣 to ask the Australian government to prioritise stopping this invader BEFORE it’s too late.",['ACT NOW to STOP feral pigs!'],['www.invasives.org.au'],['Sign and Share!'],https://www.facebook.com/ads/library/?id=672983210896304
0,,1.09615E+15,1.25813E+14,the voice,Invasive Species Council,"⚠️ URGENT: SIGN TODAY to help STOP 🛑 invasive species like foxes and cats from destroying our native species. 

Unfortunately this wallaby is not the only one.. The stats are jaw-dropping 😧 Each year in Australia, new peer-reviewed evidence has revealed cats and foxes kill:  

🐾 More than 1.4 billion mammals, like the near threatened quoll
🦜 More than 510 million birds, like the critically endangered night parrot
🦎 More than 697 million reptiles, like the vulnerable great desert skink

Overall cats kill 2.6 billion animals a year. A devastating toll 💔

Please URGENTLY ADD YOUR VOICE 📣 to ask the Australian government to prioritise stopping invasive species from destroying our precious native animals BEFORE it’s too late.",['URGENT: We need your help'],['www.invasives.org.au'],['Sign and Share!'],https://www.facebook.com/ads/library/?id=1096145178209619
0,,1.90632E+14,1.25813E+14,the voice,Invasive Species Council,"URGENT: Please ADD YOUR VOICE 📣 calling on the Australian government to increase investment and stop killer red fire ants - once and for all!
 
In the USA, red fire ants have already killed many people and have even stopped children playing in their backyards.

If we do not stop them in South East QLD, the decline in our native wildlife is predicted to be: 

🐾 38% of mammals like the platypus and echidna
🦜 45% of birds like the rainbow bee-eater and bush stone-curlew
🦎 69% of reptiles like the green turtle and flatback turtle
🐸 95% of frogs like the ornate burrowing frog
 
Right now efforts in Brisbane are struggling to keep them at bay — if we fail they may spread to Sydney, Melbourne and most parts of Australia.

Please URGENTLY add your voice to ask the Australian government to increase investment to STOP these killer ants while we still can.",['🛑 Act now: stop red fire ants'],['www.invasives.org.au'],['It only takes a minute to act!'],https://www.facebook.com/ads/library/?id=190632013797185
0,,1.46112E+15,1.25813E+14,the voice,Invasive Species Council,"⚠️ URGENT: Add your voice to tell the Federal Environment Minister Tanya Plibersek to urgently increase funding to stop cat-led deaths and extinctions.

These images are shocking and heartbreaking. Unfortunately this rock wallaby is not the only animal killed by cats. The stats are jaw-dropping 😧 

Each year in Australia, new peer-reviewed evidence has revealed cats kill:

🏜 More than 1 billion mammals, like the near threatened quoll
🦜 More than 399 million birds, like the critically endangered night parrot
🦎 More than 609 million reptiles, like the vulnerable great desert skink
💔 Overall they kill 2 billion animals. A devastating annual toll. 

Many animals and reptile species can't take much more of this assault. Already, cats have driven 25 unique Aussie animals to extinction and threaten the survival of 120 more.

We must act now to protect what is unique and wondrous about Australia. The chance to save our animals is now. If we miss it, it may be too late.

Video credit: NT Department of Environment and Natural Resources",['URGENT: We need your help'],['www.invasives.org.au'],['Sign and Share!'],https://www.facebook.com/ads/library/?id=1461123747983867
0,,2.51858E+15,1.25813E+14,the voice,Invasive Species Council,"This sand goanna is just one of the THOUSANDS of defenceless animals killed by cats across Australia every HOUR. We can stop this heartbreaking trend - but we need your help. 

Sign TODAY to help STOP feral cats from killing our unique Australian animals.

😖 Shockingly cats kill 2 billion animals in Australia - EACH YEAR
😩 Cats have ALREADY hunted 25 native species to EXTINCTION 
😱 Cats threaten an astounding 120 native species with EXTINCTION

We have ALREADY LOST the striped bandicoot, the Australian hopping mouse and so MANY more 💔We can’t afford to lose any others, like the critically endangered helmeted honeyeater, the endangered numbat nor the vulnerable greater bilby  ❌

But CSIRO warns that a NEW WAVE of mammal extinctions is looming across northern Australia. We must ACT NOW to protect what is unique and wondrous about Australia. The time to save our animals is NOW. If we miss it, it may be too late.

📣 ACT NOW! 📣Tell the Australian Government to URGENTLY increase funding to stop cat-led deaths and extinctions and protect our Australian animals — BEFORE it’s too late ✊

Please add your voice to STOP invasive species from wiping out our native animals.",['Cats are hunters and don’t belong with native animals ❌'],['www.invasives.org.au'],['Sign and Share!'],https://www.facebook.com/ads/library/?id=2518575484984597
0,,1.3397E+15,1.25813E+14,the voice,Invasive Species Council,"SIGN TODAY to help STOP cats hunting our precious honey possums!!

Honey possums are not the only animal killed by cats. The stats are jaw-dropping 😧 Each year in Australia, new peer-reviewed evidence has revealed cats kill:

🏜 More than 1 billion mammals, like the near threatened quoll
🦜 More than 399 million birds, like the critically endangered night parrot
🦎 More than 609 million reptiles, like the vulnerable great desert skink
💔 𝐎𝐯𝐞𝐫𝐚𝐥𝐥 𝐭𝐡𝐞𝐲 𝐤𝐢𝐥𝐥 𝟐 𝐛𝐢𝐥𝐥𝐢𝐨𝐧 𝐚𝐧𝐢𝐦𝐚𝐥𝐬 a year. 𝐀 𝐝𝐞𝐯𝐚𝐬𝐭𝐚𝐭𝐢𝐧𝐠 𝐭𝐨𝐥𝐥.

Please URGENTLY ADD YOUR VOICE 📣 to ask the Australian government to prioritise stopping invasive species from destroying our precious native animals BEFORE it’s too late.",['ACT NOW to STOP cats!'],['www.invasives.org.au'],['Sign and share!'],https://www.facebook.com/ads/library/?id=1339703983566581
0,,6.57757E+14,1.07958E+14,the voice,Hayley Edwards - YOUR Independent for Rockingham,"You can't buy experience Rockingham. 

We need someone who has the lived experience, the professional qualifications and ability to fight for Rockingham from day 1 in the WA Parliament.

I've served our country, I have been an emergency first responder, I am a small business owner, Deputy Mayor, mum and wife.

✅ I will not be told how to vote by a party or faction
✅ I won't have to ask for permission to speak from a party or faction 
✅ I will be fighting for Rockingham from day one
✅ I am not a puppet on a string

Only an Independent Member of Parliament has this freedom. 
Rockingham needs someone to focus on upgrading our city and who puts us on the map for all the right reasons.

I believe you have a clear choice this by-election Rockingham. 

#Vote1HayleyEdwards #YourIndependent #RockinghamFirst

I will be YOUR Voice in the WA Parliament. 
Let's make Rockingham better, together.",,,,https://www.facebook.com/ads/library/?id=657757026004958
0,,1.92599E+15,9480502970,the voice,Greenpeace Australia Pacific,"⚠️URGENT⚠️ Deep sea mining could any day now and global leaders still haven’t got a plan to stop it!

We can't let greedy corporations tear up the ocean floor for profit, threatening fragile ecosystems and the livelihoods of people of who rely on them  🌊 🌊 🌊 

Use your voice to tell the Australian government to put a stop to this destructive practice from going ahead in the Pacific Ocean 📣",['Help stop deep sea mining'],['fb.me'],['Sign and share!'],https://www.facebook.com/ads/library/?id=1925993524446899
0,,6.67312E+14,9480502970,the voice,Greenpeace Australia Pacific,"👀 Did you know that the organisation supposed to protect the deep sea receives $500,000 US dollars every time a deep sea mining company applies to explore the seabed? 

Deep sea mining is threatening the fragile biodiversity of the global oceans 🌊 Governments need to reclaim power over the so-called regulator International Seabed Authority to stop this destructive industry before it starts.

Sign our urgent petition to call on the Australian government to add their voice to the growing list of countries opposing deep sea mining 👇",['Urgent - deep sea mining could be greenlit soon'],['fb.me'],['Sign and share!'],https://www.facebook.com/ads/library/?id=667311558755686
0,,8.46025E+14,1.49256E+14,the voice,Lock The Gate Alliance,The Qld govt is asking for community views on whether to protect the rivers and floodplains of the Lake Eyre Basin from gas fracking. This is a historic moment. If we’re successful it will be the first no-go zone ever for gas in Queensland. But it’s only possible if we all add our voice.,['ADD YOUR VOICE'],['lockthegate.good.do'],['Make a submission'],https://www.facebook.com/ads/library/?id=846024727234543
0,,6.88683E+15,1.49256E+14,the voice,Lock The Gate Alliance,Take Action Take Action Take Action Take Action Take Action Take Action,"['ADD YOUR VOICE', 'ADD YOUR VOICE', 'ADD YOUR VOICE', 'ADD YOUR VOICE', 'ADD YOUR VOICE', 'ADD YOUR VOICE']","['lockthegate.good.do', 'lockthegate.good.do', 'lockthegate.good.do', 'lockthegate.good.do', 'lockthegate.good.do', 'lockthegate.good.do']","['Take Action', 'Take Action', 'Take Action', 'Take Action', 'Take Action', 'Take Action']",https://www.facebook.com/ads/library/?id=6886827168003503
0,,6.72437E+14,1.00528E+14,the voice,Patrick Cantrell,The wife told her husband that he is not the father of their two children but his cousin instead. What is the truth???,['The wife told her husband that he is not the father of their two children but his cousin instead. What is the truth???'],,,https://www.facebook.com/ads/library/?id=672437451605260
1,,6.54823E+14,1.60347E+14,the voice,Central Land Council,"Our voice team has been hitting the road since March, visiting remote communities across the vast area that is Central Australia for referendum information sessions. We heard what a yes vote means to the people in our communities. Tennant Creek was one of the first places we visited. Hear their voices and residents have asked us to come back for more.",['Tennant Creek community voice referendum information sessions'],,,https://www.facebook.com/ads/library/?id=654822746614885
1,,6.39357E+14,1.0233E+14,the voice,Yes23,"Great to see politicians from all sides coming together to support a resounding Yes vote! 

Voting to give Indigenous Australians a say over issues that affect them is something that should transcend party politics.",,,,https://www.facebook.com/ads/library/?id=639357034958709
1,,1.34922E+15,1.0233E+14,the voice,Yes23,"Listening to people leads to better outcomes on the things that affect their lives. 

Indigenous Australians are asking us to listen now to their call for constitutional recognition and an advisory voice for Indigenous Australians on issues affecting them. 

This will create better outcomes for Indigenous health, education and quality of life.

Vote YES in the national referendum for Indigenous constitutional recognition.",,,,https://www.facebook.com/ads/library/?id=1349222325683428
1,,1.01295E+15,1.0233E+14,the voice,Yes23,"Indigenous communities are calling for constitutional recognition through an advisory voice to Parliament.

It would give Indigenous Australians a say on issues affecting them, leading to better outcomes for Indigenous health, education and quality of life.

86% of Indigenous Australians support it. So should we.

Vote YES in the national referendum for Indigenous constitutional recognition.",,,,https://www.facebook.com/ads/library/?id=1012946076726810
1,,6.72776E+14,1.0233E+14,the voice,Yes23,"Tens of thousands of people across the country just came together to support the Yes campaign in one day.

Let’s build on the momentum!

Indigenous Australians have called for constitutional recognition through a voice to Parliament. 

Join the growing public support by donating to support the YES campaign.",['Donate Now!'],['yes23.com.au'],"['We are an independent, people-driven campaign, so we need the support of thousands of everyday supporters like you.']",https://www.facebook.com/ads/library/?id=672775857655278
1,,1.91263E+14,1.0233E+14,the voice,Yes23,"A Yes vote for Indigenous constitutional recognition will help bring the country together.

Pledge to Vote Yes in this referendum to show your support.",['I’m voting Yes!'],['action.yes23.com.au'],['Let’s bring the country together. Pledge to vote Yes in the national referendum for Indigenous constitutional recognition through a voice to Parliament: https://action.yes23.com.au/pledge'],https://www.facebook.com/ads/library/?id=191263277268826
1,,2.2192E+14,1.0233E+14,the voice,Yes23,"Are you voting Yes at the referendum? 

Aboriginal and Torres Strait Islander communities have called for constitutional recognition through a voice to Parliament. Later this year we all have the opportunity to bring our country together with a resounding Yes vote. 

Will you pledge to vote Yes?",['I’m voting Yes!'],['action.yes23.com.au'],['Let’s bring the country together. Pledge to vote Yes in the national referendum for Indigenous constitutional recognition through a voice to Parliament: https://action.yes23.com.au/pledge'],https://www.facebook.com/ads/library/?id=221919850354300
1,,1.25238E+14,1.0233E+14,the voice,Yes23,"Listening to people leads to better outcomes on the things that affect their lives.

Indigenous Australians are asking us to listen now to their call for constitutional recognition and an advisory voice on issues affecting them.

Pledge to Vote Yes in this referendum to show your support.",['I’m voting Yes!'],['action.yes23.com.au'],['Let’s bring the country together. Pledge to vote Yes in the national referendum for Indigenous constitutional recognition through a voice to Parliament: https://action.yes23.com.au/pledge'],https://www.facebook.com/ads/library/?id=125238457302509
1,,8.00387E+14,1.0233E+14,the voice,Yes23,"Tens of thousands of people across the country just came together to support the Yes campaign in one day.

Let’s build on the momentum!

Indigenous Australians have called for constitutional recognition through a voice to Parliament. 

Pledge to vote Yes now!",['I’m voting Yes!'],['action.yes23.com.au'],['Let’s bring the country together. Pledge to vote Yes in the national referendum for Indigenous constitutional recognition through a voice to Parliament: https://action.yes23.com.au/pledge'],https://www.facebook.com/ads/library/?id=800386631793710
1,,2.75056E+14,10113538711,the voice,WWF-Australia,"🏁 THE RACE IS ON! Australia's first Trees Scorecard shows how each state and territory is performing in the race to protect and restore trees. Australia has the highest rate of deforestation in the developed world, but we can change this.

👉 Here are 5 things we needs to do:

🌳 Remove data blind spots by creating an Australia-wide deforestation and reforestation tracking program.
🌳 Strengthen nature laws to protect the remaining forests and woodlands.
🌳 Improve the detection and enforcement of illegal tree-clearing.  
🌳 Commit to ending native forest logging across the country and provide funding and support for timber communities in the transition to plantations. 
🌳 Increase investment in protecting and restoring trees.
 

Sign the petition and show your support to save our trees and our future. 🏁 THE RACE IS ON! Australia's first Trees Scorecard shows how each state and territory is performing in the race to protect and restore trees. Australia has the highest rate of deforestation in the developed world, but we can change this.

👉 Here are 5 things we needs to do:

🌳 Remove data blind spots by creating an Australia-wide deforestation and reforestation tracking program.
🌳 Strengthen nature laws to protect the remaining forests and woodlands.
🌳 Improve the detection and enforcement of illegal tree-clearing.  
🌳 Commit to ending native forest logging across the country and provide funding and support for timber communities in the transition to plantations. 
🌳 Increase investment in protecting and restoring trees.
 

Sign the petition and show your support to save our trees and our future.","['Save Our Trees NOW!', 'Save Our Trees NOW!']",['fb.me'],"['Australia, we can do better.', 'Australia, we can do better.']",https://www.facebook.com/ads/library/?id=275056118468544
